assets/0/gameAbsolutePath,assets/0/fullAbsolutePath,region,regionRef,regions/0,regionRefs/0,attack,cost,health,description,descriptionRaw,levelupDescription,levelupDescriptionRaw,flavorText,artistName,name,cardCode,keywords/0,keywordRefs/0,spellSpeed,spellSpeedRef,rarity,rarityRef,subtype,supertype,type,collectible,set,associatedCardRefs/0,associatedCardRefs/1,subtypes/0,keywords/1,keywordRefs/1,associatedCardRefs/2,associatedCardRefs/3,associatedCardRefs/4,keywords/2,keywordRefs/2,regions/1,regionRefs/1,associatedCardRefs/5,associatedCardRefs/6,associatedCardRefs/7,associatedCardRefs/8,associatedCardRefs/9,associatedCardRefs/10
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO041T2.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO041T2-full.png,Ionia,Ionia,Ionia,Ionia,0,2,0,"Create in hand another random spell from your regions.
<link=keyword.Enlightened><style=Keyword>Enlightened</style></link>: Create 2 instead.
Create a <link=card.level1><style=AssociatedCard>Karma</style></link> in your deck.","Create in hand another random spell from your regions.
Enlightened: Create 2 instead.
Create a Karma in your deck.",,,"“When your hope wavers, know that you are never alone. The past is always by our side. It has known myriad tomorrows and all the hope that they bring.” - Karma",Kudos Productions,Karma's Insight of Ages,01IO041T2,Burst,Burst,Burst,Burst,None,None,,Champion,Spell,false,Set1,01IO041,01IO041T1,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO011.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO011-full.png,Ionia,Ionia,Ionia,Ionia,0,1,0,<link=keyword.Recall><style=Keyword>Recall</style></link> an ally.,Recall an ally.,,,"The wise combatant knows not only tenacity, but restraint. A successful retreat guarantees a chance to fight a better fight.",Kudos Productions,Recall,01IO011,Fast,Fast,Fast,Fast,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009-full.png,Ionia,Ionia,Ionia,Ionia,3,3,2,<link=vocab.Attack><style=Vocab>Attack</style></link>: Summon an attacking <link=card.summon><style=AssociatedCard>Living Shadow</style></link> with my stats.,Attack: Summon an attacking Living Shadow with my stats.,I've seen myself or my shadows <link=vocab.Strike><style=Vocab>strike</style></link> the enemy Nexus twice<style=Variable></style>.,I've seen myself or my shadows strike the enemy Nexus twice.,"""Balance is a fool's master. The shadows have shown me true power.""",SIXMOREVODKA,Zed,01IO009,Quick Attack,QuickStrike,,,Champion,Champion,,Champion,Unit,true,Set1,01IO009T3,01IO009T2,,,,01IO009T1,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009T2.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009T2-full.png,Ionia,Ionia,Ionia,Ionia,4,3,3,<link=vocab.Attack><style=Vocab>Attack</style></link>: Summon an attacking <link=card.summon><style=AssociatedCard>Living Shadow</style></link> with my stats and keywords.,Attack: Summon an attacking Living Shadow with my stats and keywords.,,,"""Few men think to look back at their shadow. It is their last mistake.""",SIXMOREVODKA,Zed,01IO009T2,Quick Attack,QuickStrike,,,None,None,,Champion,Unit,false,Set1,01IO009,01IO009T3,,,,01IO009T1,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009T3.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009T3-full.png,Ionia,Ionia,Ionia,Ionia,0,3,0,"<link=keyword.Recall><style=Keyword>Recall</style></link> an ally to summon a <link=card.create><style=AssociatedCard>Living Shadow</style></link> in its place.
Create a <link=card.level1><style=AssociatedCard>Zed</style></link> in your deck.","Recall an ally to summon a Living Shadow in its place.
Create a Zed in your deck.",,,Do you face the enemy that you believe you see? Or is it a trick of the shadows?,Max Grecke,Zed's Shadowshift,01IO009T3,Fast,Fast,Fast,Fast,None,None,,Champion,Spell,false,Set1,01IO009T1,01IO009,,,,01IO009T2,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO009T1-full.png,Ionia,Ionia,Ionia,Ionia,3,3,2,,,,,A blade of shadow is as sharp as one of steel.,SIXMOREVODKA,Living Shadow,01IO009T1,Ephemeral,Ephemeral,,,None,None,,,Unit,false,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO014.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO014-full.png,Ionia,Ionia,Ionia,Ionia,3,3,1,"When I'm summoned, grant all allies in hand +1|+1.","When I'm summoned, grant all allies in hand +1|+1.",,,"Ionian knowledge is outlined in the written word, but it is the tales and teachings of Ionia's venerated elders that give ancient text new life.",SIXMOREVODKA,Greenglade Elder,01IO014,,,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO005.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO005-full.png,Ionia,Ionia,Ionia,Ionia,1,1,1,,,,,"""This might sound crazy, but the last thing I remember was a... fuzzy sensation...?"" - Navori Brigand",SIXMOREVODKA,Nimble Poro,01IO005,Quick Attack,QuickStrike,,,COMMON,Common,PORO,,Unit,true,Set1,,,PORO,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO044.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO044-full.png,Ionia,Ionia,Ionia,Ionia,2,2,2,"To play me, <link=keyword.Recall><style=Keyword>Recall</style></link> an ally.","To play me, Recall an ally.",,,"""C'mon, we gotta get out of here! My name? I'll explain on the way, I promise....""",SIXMOREVODKA,Navori Conspirator,01IO044,Elusive,Elusive,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO023.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO023-full.png,Ionia,Ionia,Ionia,Ionia,4,5,4,<link=vocab.Play><style=Vocab>Play</style></link>: Grant an ally in hand +3|+3.,Play: Grant an ally in hand +3|+3.,,,"""In times of conflict, villagers sought the ancient guardian of Autumn Valley. Those who swayed her heart were granted blessings that could turn the tide of battle.""
- Saga of the First Lands",SIXMOREVODKA,Jeweled Protector,01IO023,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO029.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO029-full.png,Ionia,Ionia,Ionia,Ionia,0,2,0,Grant all allies in hand +1|+0.,Grant all allies in hand +1|+0.,,,"""Not just seeds, younglings. The legacy of the land itself, promises for our prosperous future."" - Karma",Wild Blue Studios,Sown Seeds,01IO029,Burst,Burst,Burst,Burst,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO003.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO003-full.png,Ionia,Ionia,Ionia,Ionia,0,3,0,Remove <link=keyword.Ephemeral><sprite name=Ephemeral><style=Keyword>Ephemeral</style></link> from an ally to grant it to an enemy.,Remove Ephemeral from an ally to grant it to an enemy.,,,"""I am the blade in the darkness."" - Zed

",Kudos Productions,Death Mark,01IO003,Fast,Fast,Fast,Fast,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO047.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO047-full.png,Ionia,Ionia,Ionia,Ionia,0,6,0,Grant ALL battling followers <link=keyword.Ephemeral><sprite name=Ephemeral><style=Keyword>Ephemeral</style></link>.,Grant ALL battling followers Ephemeral.,,,"When the flows of magic are diverted from their balanced state, they surge from the spirit world into the mortal realm--often with startling results.",Kudos Productions,Shadow Flare,01IO047,Fast,Fast,Fast,Fast,EPIC,Epic,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO026.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO026-full.png,Ionia,Ionia,Ionia,Ionia,2,1,1,<link=vocab.Play><style=Vocab>Play</style></link>: Grant an ally in hand +1|+0.,Play: Grant an ally in hand +1|+0.,,,"“Took years to cultivate this deadly physique! Tireless days of spotting birds, describing clouds, and lifting tray after tray of sweet buns! Who else has such dedication?”",SIXMOREVODKA,Inspiring Mentor,01IO026,,,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO024.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO024-full.png,Ionia,Ionia,Ionia,Ionia,0,6,0,Summon 2 exact copies of an ally. They're <link=keyword.Ephemeral><sprite name=Ephemeral><style=Keyword>Ephemeral</style></link>.,Summon 2 exact copies of an ally. They're Ephemeral.,,,"""Shen is one man caught between the perils of two worlds, he will fail them both. I devote myself to Ionia alone."" - Zed",Kudos Productions,Dawn and Dusk,01IO024,Slow,Slow,Slow,Slow,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO028.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO028-full.png,Ionia,Ionia,Ionia,Ionia,2,3,2,<link=vocab.Play><style=Vocab>Play</style></link>: Grant me +3|+0 or +0|+3.,Play: Grant me +3|+0 or +0|+3.,,,"One of the oldest inhabitants of the Greenglade, it has withstood the test of time through constant adaptation.",SIXMOREVODKA,Scaled Snapper,01IO028,,,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO057.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO057-full.png,Ionia,Ionia,Ionia,Ionia,2,3,1,"When I'm summoned, draw 1.","When I'm summoned, draw 1.",,,"Gracefully she glides
Noiseless steps in the shadows
Claws the only trace.",JiHun Lee,Shadow Assassin,01IO057,Elusive,Elusive,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO028T2.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO028T2-full.png,Ionia,Ionia,Ionia,Ionia,5,3,2,,,,,"One of the oldest inhabitants of the Greenglade, it has withstood the test of time through constant adaptation.",SIXMOREVODKA,Scaled Snapper,01IO028T2,,,,,None,None,,,Unit,false,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO028T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO028T1-full.png,Ionia,Ionia,Ionia,Ionia,2,3,5,,,,,"One of the oldest inhabitants of the Greenglade, it has withstood the test of time through constant adaptation.",SIXMOREVODKA,Scaled Snapper,01IO028T1,,,,,None,None,,,Unit,false,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO032.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO032-full.png,Ionia,Ionia,Ionia,Ionia,3,4,5,<link=vocab.Support><style=Vocab>Support</style></link>: Give my supported ally <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> this round.,Support: Give my supported ally Barrier this round.,I've seen allies gain <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> 4+ times<style=Variable></style>.,I've seen allies gain Barrier 4+ times.,"""Like hands clasped, the mortal and spirit realms intertwine..."" ",SIXMOREVODKA,Shen,01IO032,,,,,Champion,Champion,,Champion,Unit,true,Set1,01IO032T2,01IO032T1,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO032T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO032T1-full.png,Ionia,Ionia,Ionia,Ionia,4,4,6,"<link=vocab.Support><style=Vocab>Support</style></link>: Give my supported ally <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> this round.
When an ally gets <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link>, give it +3|+0 this round.","Support: Give my supported ally Barrier this round.
When an ally gets Barrier, give it +3|+0 this round.",,,"""...Their actions exist in harmony, and under my watch, neither shall overtake the other.""",SIXMOREVODKA,Shen,01IO032T1,,,,,None,None,,Champion,Unit,false,Set1,01IO032,01IO032T2,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO032T2.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO032T2-full.png,Ionia,Ionia,Ionia,Ionia,0,6,0,"Swap 2 allies. Give them <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> this round.
Create a <link=card.level1><style=AssociatedCard>Shen</style></link> in your deck.","Swap 2 allies. Give them Barrier this round.
Create a Shen in your deck.",,,"""With balanced steps, I go."" - Shen
",SIXMOREVODKA,Shen's Stand United,01IO032T2,Burst,Burst,Burst,Burst,None,None,,Champion,Spell,false,Set1,01IO032T1,01IO032,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO013.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO013-full.png,Ionia,Ionia,Ionia,Ionia,4,1,3,,,,,"""What would you sacrifice for power? Your path begins with an oath, and ends only when it has taken all you have to give."" - Zed",SIXMOREVODKA,Shadow Fiend,01IO013,Ephemeral,Ephemeral,,,COMMON,Common,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO018.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO018-full.png,Ionia,Ionia,Ionia,Ionia,0,1,0,Give an ally +1|+0 and <link=keyword.Quick Strike><sprite name=QuickStrike><style=Keyword>Quick Attack</style></link> this round.,Give an ally +1|+0 and Quick Attack this round.,,,Combat is merely a race to take the life of another before they take yours.,Kudos Productions,Rush,01IO018,Burst,Burst,Burst,Burst,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO056.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO056-full.png,Ionia,Ionia,Ionia,Ionia,6,7,6,<link=keyword.PlaySkillMark><sprite name=SkillMark><style=Keyword>Play</style></link>: <link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> 2 enemies.,Play: Stun 2 enemies.,,,"""When I was a child, I asked my brother: 'Does the wind flee, or does it follow?' He followed me then for guidance. I follow him now for justice.""
",Aron Elekes,"Yone, Windchaser",01IO056,,,,,RARE,Rare,,,Unit,true,Set1,01IO056T1,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO056T1.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO056T1-full.png,Ionia,Ionia,Ionia,Ionia,0,0,0,<link=keyword.Stun><sprite name=Stunned><style=Keyword>Stun</style></link> 2 enemies.,Stun 2 enemies.,,,"""Stand aside. I have come for the Unforgiven."" - Yone, Windchaser",Kudos Productions,Staggering Strikes,01IO056T1,Skill,Skill,,,None,None,,,Ability,false,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO016.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO016-full.png,Ionia,Ionia,Ionia,Ionia,4,6,4,<link=vocab.Play><style=Vocab>Play</style></link>: Create an exact copy of a card in hand other than <link=card.me><style=AssociatedCard>Zephyr Sage</style></link>.,Play: Create an exact copy of a card in hand other than Zephyr Sage.,,,"""As the warrior wept for his loss, the elder consoled him: 'Seek the sage of the skies. Only he can return that which is lost to this world, but still held in memory.'""
- Saga of the First Lands",SIXMOREVODKA,Zephyr Sage,01IO016,,,,,RARE,Rare,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO036.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO036-full.png,Ionia,Ionia,Ionia,Ionia,2,2,2,<link=vocab.Strike><style=Vocab>Strike</style></link>: Reduce the cost of the most expensive unit in your hand by 1.,Strike: Reduce the cost of the most expensive unit in your hand by 1.,,,"""Patrol, we've one... no... TWO massive furry creatures coming our way! Call for ba--Oh. Hold on. Scope's wrong way 'round again...""",SIXMOREVODKA,Greenglade Lookout,01IO036,,,,,COMMON,Common,YORDLE,,Unit,true,Set1,,,YORDLE,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO033.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO033-full.png,Ionia,Ionia,Ionia,Ionia,7,9,6,<link=keyword.PlaySkillMark><sprite name=SkillMark><style=Keyword>Play</style></link>: <link=keyword.Recall><style=Keyword>Recall</style></link> 3 enemies.,Play: Recall 3 enemies.,,,"""There we were, tearing across the meadow and suddenly, this KID just leaps out from nowhere and BAM, BAM, BAM--knocks the wind right outta us!"" - Navori Brigand",SIXMOREVODKA,Minah Swiftfoot,01IO033,Quick Attack,QuickStrike,,,EPIC,Epic,,,Unit,true,Set1,01IO033T1,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO001.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO001-full.png,Ionia,Ionia,Ionia,Ionia,0,7,0,Heal an ally or your Nexus 7. Draw 1.,Heal an ally or your Nexus 7. Draw 1.,,,"""Only when the mind is elevated can the body be made whole."" - Karma",Kudos Productions,Ritual of Renewal,01IO001,Slow,Slow,Slow,Slow,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO010.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO010-full.png,Ionia,Ionia,Ionia,Ionia,0,6,0,Swap 2 allies. Give them <link=keyword.Barrier><sprite name=Barrier><style=Keyword>Barrier</style></link> this round.,Swap 2 allies. Give them Barrier this round.,,,"""With balanced steps, I go."" - Shen
",SIXMOREVODKA,Stand United,01IO010,Burst,Burst,Burst,Burst,RARE,Rare,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO022.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO022-full.png,Ionia,Ionia,Ionia,Ionia,0,1,0,Give an ally <link=keyword.Elusive><sprite name=Elusive><style=Keyword>Elusive</style></link> this round.,Give an ally Elusive this round.,,,"""Stay hidden, and do not return until your task is finished."" - Zed",Kudos Productions,Ghost,01IO022,Burst,Burst,Burst,Burst,COMMON,Common,,,Spell,true,Set1,,,,,,,,,,,,,,,,,,
http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO021.png,http://dd.b.pvp.net/2_16_0/set1/en_us/img/cards/01IO021-full.png,Ionia,Ionia,Ionia,Ionia,4,7,2,"When I'm summoned, give other allies +2|+2 this round.","When I'm summoned, give other allies +2|+2 this round.",,,"""Spring blooms first on Ionia's cliffsides, where the beating of newly formed wings bathes the land in the season's gentle breezes.""
- Saga of the First Lands",SIXMOREVODKA,Windfarer Hatchling,01IO021,Elusive,Elusive,,,EPIC,Epic,,,Unit,true,Set1,,,,,,,,,,,,,,,,,,
